瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2019-07-31,29,26.4,32.9,,2.9,25.6,83,32.8,1002.6,1010.7,9.2,23.97
156,堡林,2019-08-01,29.2,24.9,34.6,,1.4,25.1,80.3,31.9,1004,1012.1,9.2,23.97
156,堡林,2019-08-02,29.3,25.5,34.7,,1,24.8,78.4,31.4,1003.4,1011.5,8.7,21.24
156,堡林,2019-08-03,29.6,25.3,34.7,,1.4,24.5,75.6,30.7,1002.6,1010.7,8.2,20.51
156,堡林,2019-08-04,29.7,25.2,34.8,,1.2,24.3,74.8,30.4,1002.3,1010.4,10,23.48
156,堡林,2019-08-05,29.3,25.6,34.7,,0.9,24.9,78.5,31.5,1001.1,1009.2,7.5,18.71
156,堡林,2019-08-06,29,25.9,33,,2.2,23.8,75.1,29.5,997.5,1005.6,8.6,21.25
156,堡林,2019-08-07,29,25.3,33.9,,2,24.9,80,31.5,998.4,1006.5,8.2,23.51
156,堡林,2019-08-08,28.6,26.1,33.1,2.9,1.3,25.2,82.4,32,1000.3,1008.4,5.2,15.88
156,堡林,2019-08-09,29.3,24.7,33.6,,1.1,24.4,76.9,30.6,999.1,1007.2,5.2,17.01
156,堡林,2019-08-10,29.7,25.8,34.2,,1.9,21.8,64.5,26.3,996.8,1004.9,9.8,25.09
156,堡林,2019-08-11,28.1,25.7,31,14.2,3.1,23.6,77.6,29.2,992.5,1000.6,2.9,12.44
156,堡林,2019-08-12,27.9,26.1,30.4,1.7,3.5,26.3,91,34.1,992.7,1000.8,4.5,15.3
156,堡林,2019-08-13,29.5,25.6,33.8,,1.2,25.4,80,32.5,994.2,1002.2,7.3,19.16
156,堡林,2019-08-14,29.9,26,34.7,0,2.1,25.3,77.5,32.2,990.3,998.3,10.7,23.34
156,堡林,2019-08-15,27.6,25.2,31.9,0,1.5,24.5,84,30.7,984.4,992.4,2.7,15.22
156,堡林,2019-08-16,26.5,24.4,29.3,0,1.8,24,86.9,29.9,989.7,997.7,3.6,12.6
156,堡林,2019-08-17,26.9,23.4,31.2,0.4,2.4,23.5,83.4,29,995.2,1003.3,8.5,22.21
156,堡林,2019-08-18,26.2,22.9,31.9,,1,19.9,71.1,23.4,998.8,1007,11.3,26.38
156,堡林,2019-08-19,26.6,20.8,32.2,,1.2,19.6,68.3,22.9,1000.8,1009,10.2,22.05
156,堡林,2019-08-20,27.2,22.7,31.6,0,1.3,22,74.9,26.5,1001,1009.2,5.3,14.05
156,堡林,2019-08-21,26.7,24.9,29.9,11.7,0.9,24.6,89.1,31.1,1000.3,1008.5,1.3,10.81
156,堡林,2019-08-22,26.7,24.5,31.6,24.2,1.1,23.7,85,29.3,998.7,1006.8,5.2,16.28
156,堡林,2019-08-23,25.6,23.1,29.5,0,0.8,21.5,79.8,25.8,1001.5,1009.7,5,15.94
156,堡林,2019-08-24,24,20.3,28.9,,0.8,20.1,80.8,23.6,1003.6,1011.9,3.4,15.48
156,堡林,2019-08-25,23.4,21.3,27.1,0,0.8,20.3,84.4,23.9,1005.3,1013.6,2.3,12.66
156,堡林,2019-08-26,25.2,20.2,30.4,,1.9,19.4,72.3,22.6,1003.7,1011.9,9.9,24.2
156,堡林,2019-08-27,22.9,21.2,24.8,8.5,1.1,22.3,96.9,26.9,999,1007.3,0,4.59
156,堡林,2019-08-28,24.1,22.4,27.1,1.2,0.9,22.5,91.8,27.3,999.4,1007.7,0.9,9.97
156,堡林,2019-08-29,23,21.8,24.9,0,1.6,21.7,92.8,26,999.7,1007.9,0,5.96
156,堡林,2019-08-30,23.6,20.5,28.1,,1.2,19.2,78.1,22.3,1002.2,1010.5,10.2,21.47
156,堡林,2019-08-31,23.4,20.1,29.1,0,1,19.2,79,22.2,1006.2,1014.5,6.4,19.15
156,堡林,2019-09-01,22.1,19.7,25,0.4,0.8,19.9,88.3,23.3,1008.8,1017.2,2,8.85
156,堡林,2019-09-02,21.1,20.2,22.4,5.5,1.7,20,94.3,23.5,1008,1016.4,0,5.36
156,堡林,2019-09-03,22.6,20.9,25.4,10.6,1,22.2,98.1,26.8,1006.3,1014.7,0,6.44
156,堡林,2019-09-04,24.4,22,27.1,6.1,1.1,23.6,95.5,29.2,1004.3,1012.6,0.3,8.3
156,堡林,2019-09-05,24.9,22.5,30.5,0.4,1.3,23.2,91.1,28.4,1003.4,1011.7,2.6,13.59
156,堡林,2019-09-06,25.6,22.1,30.3,1.4,2,23.8,90.6,29.6,998.4,1006.6,0.6,9.74
156,堡林,2019-09-07,24.7,23.2,26.2,25.9,5.2,23.8,95.1,29.5,991.8,999.9,0.6,6.24
156,堡林,2019-09-08,24.7,22.5,27.2,1.4,0.3,23.7,94.4,29.3,1000.3,1008.5,0.8,9.01
156,堡林,2019-09-09,24.6,23,28.9,11.9,2.1,24.1,97.1,30.1,1000.9,1009.1,0.5,8.6
156,堡林,2019-09-10,26.7,24,30.5,,2.9,23.2,82.3,28.4,1004.3,1012.4,9,19.19
156,堡林,2019-09-11,26.7,23.7,30.6,0.3,1.1,24,86.3,29.9,1005.7,1013.9,4.1,14.24
156,堡林,2019-09-12,22.3,20.2,25.1,0,2.5,21,92.5,24.9,1006.9,1015.3,0,5.64
156,堡林,2019-09-13,23.7,19.5,29.6,,1.6,18.5,74.8,21.3,1004.7,1013,8.2,19.93
156,堡林,2019-09-14,24,19.9,29.4,,0.9,20.2,80.9,23.7,1003.6,1011.9,9,20.33
156,堡林,2019-09-15,24.9,21.4,30.1,,1.1,21.7,83.8,25.9,1001.8,1010,6.3,17.23
156,堡林,2019-09-16,24.6,21.6,29.5,,1.2,20,77.6,23.5,1001.7,1009.9,5.4,15.82
156,堡林,2019-09-17,23.7,19,29.5,,1.2,13.1,56.9,15.6,1005.6,1013.9,11.4,23.93
156,堡林,2019-09-18,22.2,17.3,28.3,,1.3,13.7,60.5,15.9,1007.9,1016.3,11,23.21
156,堡林,2019-09-19,20.6,14.1,27.1,,1.3,11.5,57.1,13.7,1009,1017.4,11.2,23.12
156,堡林,2019-09-20,20.6,17.1,25.2,,2,14.2,68,16.2,1007.5,1015.9,2.4,13.7
156,堡林,2019-09-21,17.9,16.6,19.5,49.7,2.7,16.5,92.1,18.8,1006.9,1015.4,0,3.19
156,堡林,2019-09-22,18.4,16.7,20.6,52.2,6.5,15.7,85.5,17.9,997,1005.4,0,3.4
156,堡林,2019-09-23,19.4,16,24.9,0,1.3,14,73.5,16,1005.9,1014.3,10.3,22.76
156,堡林,2019-09-24,19.3,13.7,25.1,,0.9,13.9,73.8,15.9,1010.5,1019,11,21.62
156,堡林,2019-09-25,19.7,14.7,25.9,,0.7,13.6,71.4,15.7,1013.2,1021.7,6.4,16.73
156,堡林,2019-09-26,21.8,16.7,27.1,,1.4,17.3,76.6,19.7,1014.3,1022.8,5.8,16.32
156,堡林,2019-09-27,23.3,18.3,28.7,,1,19.5,80.5,22.7,1012.8,1021.2,5.8,14.55
156,堡林,2019-09-28,24.2,21,29.2,0,0.7,21.8,87.8,26.2,1009.6,1017.9,4.7,13.23
156,堡林,2019-09-29,24.4,21.2,29.2,,0.6,20.1,78.8,23.6,1008,1016.3,9.3,18.02
156,堡林,2019-09-30,23.5,19,28.8,,0.8,20.4,83.3,24,1008.2,1016.6,7.1,14.74
156,堡林,2019-10-01,20.7,19.4,22.9,52.3,1,20.4,98.3,23.9,1009.6,1018,0,1.54
156,堡林,2019-10-02,20.8,18.9,22.9,88.1,3.4,20.5,98.5,24.2,998.2,1006.5,0,2.48
156,堡林,2019-10-03,22.1,19.7,27.1,0.9,1.7,20.1,89.4,23.5,998.8,1007.1,6.5,14.78
156,堡林,2019-10-04,22.4,19.5,28.4,0.2,1.2,19.8,86.9,23.1,1005.1,1013.5,6.4,17.69
156,堡林,2019-10-05,18.4,15,20.3,,1.2,16.1,87.1,18.4,1008.6,1017,1,7.13
156,堡林,2019-10-06,19.2,15.5,23.9,,0.9,14.5,75.9,16.6,1013,1021.5,4.8,13.28
156,堡林,2019-10-07,16.6,15.9,18.3,6.9,1.1,15.4,93.1,17.5,1009.2,1017.7,0,2.76
156,堡林,2019-10-08,17,11.9,22.4,0.5,1.1,11.1,70.8,13.6,1010.8,1019.3,8.6,16.98
156,堡林,2019-10-09,15.2,9.3,22.1,,1.6,4.7,52.9,8.6,1010.9,1019.5,10.6,21.03
156,堡林,2019-10-10,16.9,10.1,23.6,,0.6,7.6,60,10.6,1007.5,1016,8.1,18.38
156,堡林,2019-10-11,19.6,13.6,26.7,,1.1,11.8,63.1,13.9,1005.1,1013.5,9.7,18.54
156,堡林,2019-10-12,20,15.8,25.9,,2.6,9.8,54,12.1,1006,1014.4,10.5,19.45
156,堡林,2019-10-13,18.2,13,24.6,,1.4,8.3,54.5,11,1012.8,1021.4,10.3,19.28
156,堡林,2019-10-14,15.2,11.3,21.6,,1.1,9.9,72.1,12.3,1016.6,1025.2,9.5,16.39
156,堡林,2019-10-15,14,9.5,19.5,,0.9,8,68.6,10.9,1019,1027.7,4.4,11.85
156,堡林,2019-10-16,15.5,11.2,21.6,,0.7,10.5,75,12.7,1017.3,1026,9.2,17.29
156,堡林,2019-10-17,15.6,12,19.7,0,0.7,10.8,75.4,13,1015.1,1023.8,2.9,9.52
156,堡林,2019-10-18,17.1,14,20.4,1,2.2,12.5,75.4,14.6,1011.9,1020.4,0.3,7.51
156,堡林,2019-10-19,17.3,13.7,23.3,0,0.6,13.7,82.3,15.7,1011.9,1020.5,9.7,17.08
156,堡林,2019-10-20,17.2,12.4,23.9,,0.7,12.1,75.4,14.2,1012.5,1021.1,9.9,17.65
156,堡林,2019-10-21,17.5,11.6,24,,0.7,10.4,67.1,12.6,1009.2,1017.7,9.8,18.07
156,堡林,2019-10-22,18,12.1,24.3,,0.6,11.7,69.3,13.8,1008.4,1016.9,9.1,16.43
156,堡林,2019-10-23,17.7,15.6,20,,1.5,13,74.9,15,1008.9,1017.3,0.1,7
156,堡林,2019-10-24,18.3,14,24.1,,1.6,12.8,72.1,14.8,1008.7,1017.2,5.6,12.89
156,堡林,2019-10-25,17.7,13.4,23.3,0,0.8,12.8,75.6,14.9,1009.2,1017.8,7.6,13.99
156,堡林,2019-10-26,13.5,11.7,16.8,0,1.6,6.3,62.5,9.6,1010.8,1019.5,5.2,12.6
156,堡林,2019-10-27,12.3,8.3,17.8,,1.2,5.3,65.4,9,1011.1,1019.8,8.8,15.22
156,堡林,2019-10-28,13.1,6.7,19.3,,1.2,7.1,69.9,10.1,1009,1017.6,9,16.04
156,堡林,2019-10-29,14.9,12,19.6,0,1.1,8,66.6,10.9,1008.6,1017.2,8.4,15.04
156,堡林,2019-10-30,12.9,8.9,19.3,,0.7,6.9,69.5,10,1013.5,1022.3,10.1,16.66
156,堡林,2019-10-31,13.8,7.2,21,,0.6,8.9,74.9,11.5,1013.6,1022.3,9.6,16.12
156,堡林,2019-11-01,15.6,10.9,22.9,,0.7,9.7,71.1,12.1,1013.3,1021.9,8.9,14.67
156,堡林,2019-11-02,15.7,10.1,22,,0.4,10.1,71.6,12.4,1011.6,1020.2,7.6,12.77
156,堡林,2019-11-03,15.5,12.5,21.6,,0.5,9,69.6,11.7,1010.8,1019.4,8,14.27
156,堡林,2019-11-04,14.7,9.8,20.9,,0.6,9.5,73.1,11.9,1012.8,1021.5,7,13.1
156,堡林,2019-11-05,13.9,10.1,20.5,,0.7,9.6,78.3,12,1011.2,1019.8,9,14.4
156,堡林,2019-11-06,12.8,6.9,20.2,,0.8,7.3,72.6,10.3,1008.8,1017.5,8.6,14.62
156,堡林,2019-11-07,12.2,8.3,17.9,,0.9,7,72.5,10.1,1009.7,1018.4,6.8,11.7
156,堡林,2019-11-08,9.5,4.9,15.3,,1.4,-1.6,49.4,5.6,1012.6,1021.4,9.6,15.94
156,堡林,2019-11-09,10.6,3.8,18.6,,0.8,-0.2,51.1,6.1,1012.8,1021.6,9.5,15.32
156,堡林,2019-11-10,10.8,6.1,17,9.8,1.5,6.6,76.9,9.8,1004.6,1013.3,,
156,堡林,2019-11-11,13,9.9,17.8,1,1.2,9.2,79.8,11.7,1004.8,1013.4,5.8,9.99
156,堡林,2019-11-12,12.2,7.6,18.4,,0.9,5.4,67.4,9.1,1012.3,1021,8.5,13.93
156,堡林,2019-11-13,10.3,6,13.9,3.5,1.2,6.9,80.6,10.1,1010.5,1019.3,0,4.66
156,堡林,2019-11-14,5.9,2.9,10.1,0.1,2.5,-3.5,52.3,4.8,1015.4,1024.3,9,15.04
156,堡林,2019-11-15,9.1,0.8,17.3,,1.4,3,66.8,7.9,1012.3,1021.1,8.9,13.71
156,堡林,2019-11-16,13.4,7.4,20.2,,0.6,9.4,79.5,11.9,1011.7,1020.4,6.2,11.41
156,堡林,2019-11-17,16.2,10.8,20.1,0.7,2.6,13.8,86.3,15.9,1008.5,1017.1,1,5.63
156,堡林,2019-11-18,9.8,6.2,19.5,7.7,2,4.4,71,8.9,1011.3,1020.1,1.1,5.95
156,堡林,2019-11-19,6.3,4.3,8.7,0,1.9,-0.5,62.5,5.9,1017.1,1026.1,3.3,8.42
156,堡林,2019-11-20,4.9,1.4,10.6,,2,-4.1,53.8,4.5,1021.8,1030.9,9.5,14.1
156,堡林,2019-11-21,8.1,0.1,15.5,,1.2,-5.4,42.5,4.2,1021.7,1030.6,7.9,12.75
156,堡林,2019-11-22,12.5,6.6,19.1,,1,4.3,58.3,8.5,1017.7,1026.4,7.2,11.45
156,堡林,2019-11-23,14.2,7.9,20.7,0,0.9,8,68.6,10.7,1014.8,1023.5,9,12.91
156,堡林,2019-11-24,15.1,10.7,21.8,0,1.1,10.7,76.4,13,1011.8,1020.4,5.7,10.14
156,堡林,2019-11-25,5.6,3.7,10.7,,2.1,-1.6,59.8,5.5,1019.4,1028.4,0,5.63
156,堡林,2019-11-26,8.9,2.9,14.2,,0.7,3.4,69.9,7.8,1019.4,1028.4,3.5,9.39
156,堡林,2019-11-27,7.7,4,10.2,,1.8,0.8,63,6.7,1018.3,1027.2,0.9,7.21
156,堡林,2019-11-28,6.2,1.6,13,,1.2,-1.3,60.4,5.7,1019.8,1028.9,8.2,12.16
156,堡林,2019-11-29,5.6,1.9,11.3,,1.4,-7.3,46.9,3.9,1022.1,1031.2,9.3,13.67
156,堡林,2019-11-30,7.3,0.2,15.7,,0.8,-2.5,51,5.2,1019.5,1028.5,7.5,12.11
156,堡林,2019-12-01,6.6,5.4,8.4,18.3,1.9,4.2,86.3,8.3,1012.1,1021,0,1.86
156,堡林,2019-12-02,5.2,3.1,7.3,0,1.7,-0.5,67.3,5.9,1013.9,1022.9,3,6.7
156,堡林,2019-12-03,4.3,0.9,8.9,0.1,1.2,-1.1,69.8,5.7,1017.9,1026.9,4.1,8.6
156,堡林,2019-12-04,6.1,2.3,11.2,0,0.7,-0.2,65.9,6,1020.5,1029.5,8.5,11.48
156,堡林,2019-12-05,2.5,-1.7,5.9,0,2.1,-5.9,56.6,4.1,1025.8,1035,7.9,12.36
156,堡林,2019-12-06,-1.2,-4.9,3.7,,2.2,-14.4,37.3,2,1026.1,1035.5,9.1,13
156,堡林,2019-12-07,2.8,-4,8.6,,1.3,-7.4,47.8,3.7,1021.4,1030.5,9,12.47
156,堡林,2019-12-08,4.5,1.3,9.6,,1,-2.1,63.6,5.2,1019.4,1028.5,9.1,12.71
156,堡林,2019-12-09,4.5,-1.4,11.6,,0.5,-0.3,72.9,6,1016.1,1025.1,6.2,9.83
156,堡林,2019-12-10,8.5,3.2,15.4,,0.7,4.5,77.8,8.5,1012.1,1021,6.2,8.99
156,堡林,2019-12-11,8,5,14.7,,1.3,3.4,74.9,8.1,1010.8,1019.6,1.6,2.57
156,堡林,2019-12-12,3.9,0.8,8,,1.9,-6.1,49.1,3.9,1019.5,1028.6,9.1,7.94
156,堡林,2019-12-13,3.6,-1.2,10,,0.8,-9.2,45,3.2,1018.8,1027.9,8.7,6.68
156,堡林,2019-12-14,5.3,1.8,9.9,0.1,1.4,-4.2,52.6,4.6,1018.9,1027.9,8.4,6.94
156,堡林,2019-12-15,8.1,1.1,15.3,,0.5,-0.5,55.5,6.1,1019.4,1028.3,7.4,6.22
156,堡林,2019-12-16,10.2,6.3,16.3,,0.8,3.6,65.3,7.9,1014.3,1023.1,5.3,4.9
156,堡林,2019-12-17,8.8,7.5,10.7,2.6,0.7,6.8,88,10,1008.4,1017.2,0,0.87
156,堡林,2019-12-18,4.9,2.3,8,,1.5,-0.9,66.4,5.8,1014.8,1023.8,6.1,5.57
156,堡林,2019-12-19,3.2,0.2,7.5,,1.7,-6.4,50.8,3.8,1017.2,1026.3,8.4,9.91
156,堡林,2019-12-20,2.8,0.3,6,0,0.9,-2.8,67,5,1020.3,1029.5,0.9,5.71
156,堡林,2019-12-21,2.5,-1,5.8,,1.3,-4.1,63.1,4.5,1018.7,1027.8,0,5.15
156,堡林,2019-12-22,5.5,1.2,11.8,,1.2,-1.9,60.6,5.3,1011.9,1020.8,3.8,7.43
156,堡林,2019-12-23,5.2,2.5,10.2,0,1.2,-0.1,70.1,6.1,1014,1023,4.6,8.06
156,堡林,2019-12-24,5.4,1.6,11.6,,1.4,-4.5,52.8,4.5,1017.2,1026.2,8,11.48
156,堡林,2019-12-25,6.8,-0.1,14.1,,0.8,-6.6,45.1,3.9,1013.3,1022.3,7.8,11.54
156,堡林,2019-12-26,5.7,2.7,8.3,0.4,1.6,-1.6,61.8,5.6,1008.1,1017,0.3,2.78
156,堡林,2019-12-27,3,0.5,6.8,0,2,-5.7,53.1,4,1016.3,1025.4,5.8,9.26
156,堡林,2019-12-28,3.4,-1.2,9.6,,0.8,-6.8,48.6,3.7,1019.8,1028.9,9,11.89
156,堡林,2019-12-29,4.2,1,6,9.8,1.1,0.5,78.8,6.7,1016,1025,0,2.72
156,堡林,2019-12-30,6.5,1.7,11.1,0.3,1.2,3.6,82.9,8.3,1015.1,1024.1,0.5,4.05
156,堡林,2019-12-31,-2.2,-5,1.6,0,3,-12.4,46.1,2.4,1025,1034.3,9.2,13.26
156,堡林,2020-01-01,-0.3,-4.9,5.7,,1.5,-7.6,58,3.5,1023.5,1032.8,4,8.62
156,堡林,2020-01-02,2.6,-2.6,8.4,,0.8,-2.9,69,5,1021,1030.1,8.7,11.06
156,堡林,2020-01-03,3.8,0.2,8.7,,0.9,-1.2,71.5,5.6,1018.3,1027.3,7.8,10.83
156,堡林,2020-01-04,3.4,-1.6,9.2,,1.1,-1.4,73.1,5.5,1017.5,1026.6,7.7,10.89
156,堡林,2020-01-05,4.9,-1.7,11.2,,0.8,-5.9,54.1,4.1,1020.9,1030,7.7,12.72
156,堡林,2020-01-06,7.1,4.7,8.8,15.5,0.9,3.7,82.4,8.4,1015.4,1024.3,0,1.68
156,堡林,2020-01-07,13.1,8.7,17.7,32,2.6,12.6,97.6,14.9,1002.5,1011.1,0,1.45
156,堡林,2020-01-08,5,4.1,10.3,2.8,2.9,2.4,83.9,7.3,1009.3,1018.3,0,1.17
156,堡林,2020-01-09,3.2,0.2,6.3,,1.7,-2.6,66.1,5.1,1015.3,1024.4,6.8,10.21
156,堡林,2020-01-10,2.8,-1.4,10.2,,1.4,-4.6,61.5,4.4,1014.2,1023.2,8.2,12.54
156,堡林,2020-01-11,3.6,-0.1,8.5,,1.5,-3.8,59.6,4.7,1011,1020.1,6.3,10.35
156,堡林,2020-01-12,3.4,2.2,5.4,,1.3,-3.1,62.1,4.9,1010.3,1019.3,0.7,5.66
156,堡林,2020-01-13,2.3,-0.5,5.5,,1.8,-4.9,59,4.3,1014.7,1023.8,3,7.74
156,堡林,2020-01-14,2,-0.3,6.5,,2,-6.5,54.1,3.8,1016.5,1025.6,5.6,9.22
156,堡林,2020-01-15,0.9,-2.2,5.2,,1.6,-5.8,61.8,4,1019.1,1028.3,6.4,11.01
156,堡林,2020-01-16,2.3,-1.1,7.8,,1.7,-9.1,44.6,3.1,1017.2,1026.3,6.8,11.74
156,堡林,2020-01-17,2.6,0.2,7.6,,1.2,-10.7,39.1,2.8,1013.9,1023,7.6,10.98
156,堡林,2020-01-18,2.2,-1.7,7.8,,1.1,-6.1,56.5,3.9,1013,1022.1,9.3,13.66
156,堡林,2020-01-19,3,0,7.2,0,0.5,-0.9,75.6,5.7,1012.1,1021.2,0.7,5.35
156,堡林,2020-01-20,4,1.2,7.9,,1.2,-2.9,63.1,5,1015.1,1024.1,5.4,10.13
156,堡林,2020-01-21,3.6,-2.2,10.7,,1.9,-10.5,38.8,2.9,1020.3,1029.4,9.2,14.43
156,堡林,2020-01-22,5.4,3.1,6.7,9.2,1.3,2.1,82.5,7.4,1014.4,1023.4,0,2.01
156,堡林,2020-01-23,7.5,5.3,12.3,1.1,1.1,4.9,85.1,8.8,1014,1022.9,1.9,6.96
156,堡林,2020-01-24,7.1,2.5,12.7,,1.2,-1.3,57.8,5.6,1019.8,1028.8,7.7,12.3
156,堡林,2020-01-25,7.4,4.1,10.9,,0.4,2.4,71.5,7.3,1019.5,1028.5,0,5.51
156,堡林,2020-01-26,8.2,3.8,11.7,,1.7,2.2,68.1,7.2,1015.6,1024.5,2.2,8.01
156,堡林,2020-01-27,6,4.1,8.9,14.3,2,5.2,94.5,8.9,1007.6,1016.5,0,2.27
156,堡林,2020-01-28,7.3,3.7,13,,1,4.1,81.9,8.2,1008.1,1016.9,4.5,11.41
156,堡林,2020-01-29,6.6,5.4,8.8,0,1,4.1,84.9,8.3,1006.6,1015.4,0,4.71
156,堡林,2020-01-30,5.9,3.7,10.1,,1.2,1.3,73.1,6.7,1006.5,1015.4,5.7,11.02
156,堡林,2020-01-31,4.3,1.6,8.5,0,1.1,-1.4,68.5,5.6,1011.9,1020.9,2.6,8.72
156,堡林,2020-02-01,3.9,-1,9,,0.7,-0.5,74.3,5.9,1016.5,1025.6,4.3,9.68
156,堡林,2020-02-02,4,0.6,9.3,,0.9,-2.2,66.1,5.2,1017.2,1026.2,9.3,12.96
156,堡林,2020-02-03,2,-1.3,6.6,0,1.3,-4.1,65.8,4.6,1018.2,1027.3,6,12.28
156,堡林,2020-02-04,2.1,-3.2,8.2,0,1.5,-8.2,49.4,3.3,1018.1,1027.2,9.6,16.01
156,堡林,2020-02-05,-1.7,-5.6,2,0,2.4,-13.1,44.5,2.4,1021.7,1031.1,9.8,16.87
156,堡林,2020-02-06,-2.2,-7,3.2,,1.8,-18,32.6,1.6,1023.9,1033.3,6.8,12.99
156,堡林,2020-02-07,1.1,-3.8,5.6,,1.1,-10.6,43.1,2.9,1020.3,1029.5,8.2,12.92
156,堡林,2020-02-08,3,0.3,6.7,,1.6,-6.3,52.4,3.9,1018.6,1027.7,6,12.32
156,堡林,2020-02-09,2.5,-1,7.8,,1.4,-6.4,53,3.8,1017.3,1026.5,9.8,16.21
156,堡林,2020-02-10,5.6,-0.2,13.2,,0.7,-3.1,56.8,4.9,1015.8,1024.8,8.1,14.08
156,堡林,2020-02-11,7.8,-0.3,14.2,0.1,1.1,-1.5,53.9,5.6,1018.4,1027.3,6,11.96
156,堡林,2020-02-12,9.9,8.1,12,10.9,1.5,9.2,96.5,11.7,1008.1,1016.9,0,2.16
156,堡林,2020-02-13,8.4,6,11.5,0.1,0.9,7,91.5,10,1010.8,1019.6,0.8,5.12
156,堡林,2020-02-14,11.3,4.6,19.8,,0.9,2,60.6,7.3,1011.2,1020,9.8,17.25
156,堡林,2020-02-15,10.8,6.9,18.5,4.8,1.1,5.8,74.9,9.4,1009,1017.7,3.4,8.45
156,堡林,2020-02-16,1.3,-1.2,7.7,7.4,2.2,-0.4,88.8,6,1007.6,1016.7,1,5.4
156,堡林,2020-02-17,-2,-3.7,0.3,6.2,2,-4.2,85.5,4.5,1011.2,1020.5,1.5,2.54
156,堡林,2020-02-18,0.5,-3.2,4.7,0,1.3,-6.8,60.4,3.7,1018.9,1028.1,10,18.37
156,堡林,2020-02-19,3.7,-2.9,11,,1,-2.3,66.9,5.3,1020.9,1030,8.2,16.75
156,堡林,2020-02-20,7.6,1.2,14.3,,1.1,-0.8,62.6,6,1024,1033,10,18.12
156,堡林,2020-02-21,9.3,1.8,17,3,1.5,3,69.8,7.8,1021.1,1030,5.9,11.86
156,堡林,2020-02-22,7.2,3.3,11.4,2.1,2,-0.1,62.4,6.4,1018.7,1027.7,7.1,13.8
156,堡林,2020-02-23,5,0.6,11.2,,1.4,-4.3,52.5,4.5,1021,1030.1,10.3,19.37
156,堡林,2020-02-24,8.3,0.1,16.3,0.9,1.1,1.6,65.8,7.1,1015.7,1024.6,7.1,15.56
156,堡林,2020-02-25,12.4,9.7,14.6,7.8,1.5,11.8,97,14,1006,1014.7,0,1.32
156,堡林,2020-02-26,8.8,3.7,14.9,2.1,1.2,5.8,83.4,9.4,1013.9,1022.7,4.4,10.44
156,堡林,2020-02-27,7.2,1.4,13.9,,1.3,1,67.9,6.6,1018.7,1027.6,9.6,18.06
156,堡林,2020-02-28,6.9,5.1,8.6,2.4,1.3,3.6,80.6,8,1013.7,1022.7,0,3.28
156,堡林,2020-02-29,9.3,5.3,15.2,,1.5,4.7,74.9,8.5,1008.6,1017.4,4,10.65
156,堡林,2020-03-01,6.9,3.8,12.6,0,1,3.9,82.5,8.1,1010.7,1019.6,0.4,9.7
156,堡林,2020-03-02,6,3,10.2,,1.9,-3.6,52.4,4.8,1015,1023.9,9.9,21.9
156,堡林,2020-03-03,7.8,1.9,14.7,,1.6,1.3,65.3,6.8,1015,1023.9,5.2,15.1
156,堡林,2020-03-04,4.9,0.2,9,0,2.2,-3.2,57.6,4.9,1015.2,1024.2,8.2,19.07
156,堡林,2020-03-05,3.7,0,9.5,,1.7,-7.1,46.8,3.6,1016.9,1026,10.6,21.47
156,堡林,2020-03-06,5.7,-2.2,14.4,,1,-9.7,43.1,3.4,1013.3,1022.3,10.7,21.93
156,堡林,2020-03-07,5.7,3.4,7.5,9.1,0.9,3.5,87.4,8.1,1009.3,1018.2,0.1,3.72
156,堡林,2020-03-08,9.6,3.1,18,,1.1,4.2,73,8.2,1010,1018.9,9.9,21.02
156,堡林,2020-03-09,9.4,5.1,13.9,4.5,1.6,6.6,84.3,9.8,1004.3,1013,0.3,8.66
156,堡林,2020-03-10,6.7,4.2,9.8,7.1,1.4,4.4,86.3,8.6,1000.5,1009.4,0,3.37
156,堡林,2020-03-11,5.6,2.7,9.7,,2,-6.7,43.6,3.8,1011.1,1020,10.8,23.14
156,堡林,2020-03-12,7.5,-0.6,17,,1.5,-5,46.9,4.3,1014,1022.9,10.7,22.29
156,堡林,2020-03-13,8,3.9,14.4,,1.3,-4.7,45,4.7,1012.8,1021.7,7.8,18.44
156,堡林,2020-03-14,5.9,0.3,10.9,,2.3,-6.9,43.3,3.9,1008.8,1017.8,10.9,23.34
156,堡林,2020-03-15,7,2.6,13,,2.8,-3.3,50.5,5,1005.5,1014.3,10.5,21.35
156,堡林,2020-03-16,5.4,0.2,12.5,,1.8,-6.9,43.6,3.7,1014.1,1023.1,10.2,22.8
156,堡林,2020-03-17,9.2,1.6,18.1,,2.2,1.9,63.4,7.2,1009.4,1018.3,10.6,21.45
156,堡林,2020-03-18,12.5,6,20.6,,1.7,-0.6,53.3,6.5,1006.3,1014.9,10,23.27
156,堡林,2020-03-19,10.3,6.6,14.3,,2.5,0.2,54.3,6.9,1002.9,1011.6,8.6,19.25
156,堡林,2020-03-20,10.6,5.4,16.9,,2.1,-6,32.6,4,1007.2,1016,10.9,23.23
