ÁöÁ¡¸í,ÀÏ½Ã,¼ö¿Â(¡É),pH,DO(§·/L)_x,Chl-a (§·/§©),À¯ÇØ³²Á¶·ù ¼¼Æ÷¼ö (cells/§¢),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ ÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ Áõ±â¾Ð(hPa),Æò±Õ ÇöÁö±â¾Ð(hPa),Æò±Õ ÇØ¸é±â¾Ð(hPa),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÇÕ°è ÀÏ»ç·®(MJ/m2),¼öÀ§(EL.m),DO(§·/L)_y,BOD(§·/L),COD(§·/L),Å¬·Î·ÎÇÊ a(§·/§©),TN(§·/L),TP(§·/L),TOC(§·/L),¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ(¥ìS/§¯),¿ëÁ¸ÃÑÁú¼Ò(§·/L),¾Ï¸ð´Ï¾Æ¼º Áú¼Ò(§·/L),Áú»ê¼º Áú¼Ò(§·/L),¿ëÁ¸ÃÑÀÎ(§·/L),ÀÎ»ê¿°ÀÎ(§·/L),SS(§·/L),À¯·®(§©/s)
½ÂÃÌº¸,2021-11-15,12.6,6.9,8.5,33.3,0.0,10.8,5.3,16.6,0.0,0.5,7.5,82.9,10.4,1013.5,1022.1,8.6,12.34,7.52,8.4,5.4,7.7,36.7,3.944,0.253,5.5,6.9,321.0,3.944,1.057,2.035,0.201,0.196,7.0,6.48
½ÂÃÌº¸,2021-11-22,13.3,6.9,9.7,54.1,0.0,7.3,3.9,12.8,1.9,1.5,2.6,73.6,7.6,1008.5,1017.1,1.9,6.92,7.53,9.4,4.1,8.3,52.2,4.738,0.097,5.1,6.9,384.0,4.519,1.253,2.526,0.042,0.033,6.3,8.454
½ÂÃÌº¸,2021-11-29,12.2,7.0,9.3,38.4,0.0,8.9,2.0,17.0,0.0,0.6,3.1,69.6,7.6,1018.1,1026.8,8.8,12.51,7.52,8.2,4.0,8.0,28.7,6.322,0.206,5.7,6.9,430.0,6.155,2.643,2.4730000000000003,0.157,0.149,6.4,7.83
½ÂÃÌº¸,2021-12-06,9.3,7.0,10.6,28.2,0.0,8.3,3.3,15.1,0.0,0.6,4.3,77.8,8.3,1017.6,1026.3,8.9,12.14,5.96,10.4,4.9,7.1,42.5,5.166,0.191,5.3,7.0,413.0,4.905,1.826,2.495,0.08900000000000001,0.086,8.8,13.455
½ÂÃÌº¸,2021-12-13,10.4,7.1,10.6,38.2,0.0,1.0,-1.6,5.6,0.0,2.0,-8.3,50.9,3.3,1019.1,1028.1,9.1,12.83,6.01,10.7,5.5,8.9,58.3,6.3370000000000015,0.158,6.0,7.1,448.0,5.972,2.735,2.446,0.043,0.027,19.1,10.901
½ÂÃÌº¸,2021-12-20,7.4,7.2,12.1,41.1,0.0,6.1,0.7,12.8,0.0,1.1,1.6,74.8,6.9,1011.3,1020.0,7.1,9.46,6.0,12.0,5.8,7.8,36.6,7.282,0.125,6.1,7.2,457.0,6.96,3.172,3.023,0.034,0.018,8.6,12.991
½ÂÃÌº¸,2022-01-03,5.8,7.6,15.1,81.8,0.0,0.4,-4.5,6.8,0.0,0.8,-4.8,70.0,4.3,1017.9,1026.8,8.9,13.18,6.01,14.4,5.5,10.4,72.3,7.471,0.163,6.5,7.5,448.0,7.072,3.193,3.117,0.033,0.007,12.8,11.36
½ÂÃÌº¸,2022-01-10,6.5,7.1,15.9,87.0,0.0,2.8,-2.2,9.7,0.0,0.7,-2.5,71.3,5.1,1011.6,1020.4,7.6,11.41,6.01,15.1,6.1,10.1,97.2,8.196,0.26,8.4,7.1,467.0,7.232,3.763,2.79,0.043,0.005,10.1,11.053
½ÂÃÌº¸,2022-01-17,5.9,7.3,13.5,45.0,0.0,0.4,-3.0,4.6,0.0,1.8,-5.9,63.0,4.0,1018.9,1027.9,4.5,9.38,6.01,13.3,6.9,8.7,54.9,9.409,0.118,6.8,7.3,475.0,9.19,5.626,2.527,0.039,0.010,11.7,10.856
½ÂÃÌº¸,2022-01-24,7.6,7.2,13.7,77.9,0.0,6.0,0.6,10.9,0.0,0.8,-0.3,65.6,6.0,1012.0,1020.6,1.8,7.65,6.02,13.9,5.8,10.0,71.9,10.126,0.229,7.7,7.2,486.0,9.577,5.699,2.659,0.083,0.067,12.9,8.088
½ÂÃÌº¸,2022-02-03,6.9,7.2,14.5,81.4,0.0,0.5,-2.9,5.9,0.0,1.6,-10.2,45.9,2.9,1018.1,1027.0,9.7,15.92,5.97,14.4,6.5,10.6,71.1,10.986,0.226,8.1,7.3,480.0,10.25,6.032,2.253,0.08900000000000001,0.076,14.8,11.013
½ÂÃÌº¸,2022-02-07,6.4,7.6,15.5,95.0,0.0,-0.1,-2.9,2.3,0.0,1.7,-10.2,48.0,2.9,1019.4,1028.3,0.2,6.52,5.99,15.2,7.7,12.3,85.2,9.731,0.17800000000000002,7.9,7.5,482.0,8.8,5.831,2.527,0.058,0.037,15.5,9.578
½ÂÃÌº¸,2022-02-14,8.4,7.4,14.9,85.8,0.0,5.6,1.2,13.8,0.0,1.1,-2.6,59.4,5.1,1012.3,1021.0,8.5,14.13,5.98,14.9,7.8,11.5,82.1,9.575,0.132,7.6,7.3,470.0,9.424,5.816,2.301,0.024,0.013,15.0,9.603
½ÂÃÌº¸,2022-02-21,6.5,7.5,13.2,54.0,0.0,1.0,-4.5,7.6,0.0,1.1,-6.7,60.1,3.7,1020.8,1029.7,7.5,15.28,6.0,12.5,6.3,10.5,71.3,10.735,0.147,7.8,7.4,496.0,10.653,6.57,2.634,0.037000000000000005,0.000,13.3,8.918
½ÂÃÌº¸,2022-02-28,8.4,7.6,15.7,72.7,0.0,7.6,-0.7,16.5,0.0,1.5,-5.6,46.4,4.3,1012.8,1021.4,6.5,15.95,6.0,14.9,9.2,12.5,84.1,9.996,0.135,8.3,7.4,470.0,9.858,5.735,2.67,0.036000000000000004,0.012,18.4,6.835
½ÂÃÌº¸,2022-03-07,10.5,7.4,13.7,93.1,0.0,4.8,-0.9,13.2,0.0,1.2,-8.1,43.6,3.4,1012.1,1020.8,8.4,17.42,5.98,13.2,8.4,12.8,115.0,10.095,0.163,9.4,7.3,514.0,9.254,5.85,2.283,0.042,0.010,20.3,7.085
½ÂÃÌº¸,2022-03-14,15.1,6.7,5.6,23.7,0.0,11.9,6.4,15.9,1.0,1.6,11.4,97.5,13.8,1004.7,1013.1,0.0,4.5,5.98,5.5,7.7,10.8,15.4,12.947,0.252,7.5,6.7,517.0,12.366,9.229,1.885,0.16399999999999998,0.138,9.6,7.12
½ÂÃÌº¸,2022-03-21,11.3,6.7,5.2,3.6,0.0,7.4,1.4,13.3,0.0,1.2,-3.0,51.1,5.0,1014.1,1022.8,5.7,16.04,5.99,5.1,6.1,9.3,5.7,8.093,0.265,6.4,6.7,442.0,7.956,6.001,1.286,0.196,0.158,6.9,13.0
½ÂÃÌº¸,2022-03-28,12.6,6.9,9.7,25.0,0.0,9.4,3.2,16.4,0.0,1.4,-3.4,41.5,4.9,1017.0,1025.6,9.6,20.53,5.95,9.4,7.0,8.8,25.3,4.187,0.133,6.1,6.8,243.0,3.922,0.7440000000000001,2.434,0.065,0.064,18.6,28.887
