수온(℃),pH,DO(㎎/L),Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2)
23.2,7.1,6.8,38.4,375.0,22.3,15.3,29.9,0.0,1.0,14.1,61.9,16.1,999.3,1007.6,12.3,29.61
23.8,7.3,9.8,45.5,2525.0,21.4,18.7,25.2,3.7,0.8,18.7,85.5,21.5,1002.4,1010.7,1.4,12.38
23.8,7.8,8.8,40.0,11280.0,24.1,20.6,30.4,0.0,1.4,19.6,78.5,22.8,994.1,1002.3,8.9,25.37
25.0,8.4,8.6,69.6,16460.0,21.8,19.0,24.6,0.3,1.5,18.6,83.4,21.5,993.3,1001.5,2.3,16.79
24.9,7.8,6.4,45.5,850.0,22.9,21.4,24.4,19.4,1.6,22.4,97.1,27.0,998.1,1006.4,0.0,6.34
25.7,7.5,7.4,28.4,15100.0,25.2,21.4,30.3,0.0,1.4,22.2,84.6,26.7,997.8,1005.9,5.0,18.75
24.5,6.8,6.6,9.5,0.0,22.3,19.3,25.7,0.0,1.3,18.2,78.6,20.9,1002.0,1010.3,2.5,10.6
25.2,7.1,7.5,25.6,0.0,24.8,22.3,29.6,0.0,2.1,22.5,87.5,27.2,1003.1,1011.3,1.7,11.74
21.8,6.2,7.4,2.8,0.0,26.9,24.9,30.9,47.5,4.1,25.5,92.6,32.7,1003.7,1011.9,5.4,16.71
26.8,7.1,6.7,28.9,150.0,26.5,24.4,30.1,1.0,1.0,24.7,90.5,31.1,996.0,1004.2,0.3,9.41
26.3,6.8,5.5,14.9,600.0,25.2,20.1,30.0,0.0,1.3,20.9,78.9,24.8,1001.9,1010.1,10.5,24.19
27.3,7.7,5.4,19.8,0.0,29.6,26.0,33.9,0.0,1.7,24.9,77.6,31.6,1002.9,1011.0,7.9,19.79
28.9,7.3,4.2,12.1,1200.0,30.0,25.6,35.7,0.0,1.1,23.9,71.9,29.7,1001.9,1010.0,11.8,26.46
29.7,7.8,4.5,11.0,17280.0,27.9,24.2,34.8,18.2,1.2,25.3,87.5,32.2,999.1,1007.2,7.6,21.46
29.8,7.8,5.0,8.6,17440.0,30.6,25.2,36.7,0.0,1.1,24.4,72.0,30.6,1001.5,1009.5,12.5,26.72
30.1,7.3,5.0,10.1,14450.0,28.7,25.0,34.9,0.0,1.0,23.4,76.0,28.9,993.7,1001.7,10.4,24.14
30.2,8.0,5.1,13.8,71840.0,28.9,24.1,34.7,0.0,1.3,24.5,79.3,30.8,997.4,1005.5,6.9,19.11
30.4,7.2,5.6,16.9,17280.0,29.8,25.7,35.7,0.0,1.2,24.7,76.3,31.1,998.0,1006.1,10.9,22.68
30.2,6.8,2.7,11.5,23500.0,28.8,24.2,35.0,0.0,1.2,21.8,68.3,26.3,997.5,1005.5,11.1,23.46
27.9,6.8,4.0,24.4,15120.0,21.9,16.6,27.1,0.0,1.9,15.5,69.8,17.7,994.1,1002.3,11.6,24.55
26.1,6.8,6.0,17.4,4040.0,26.5,22.6,32.2,0.0,3.8,19.6,67.8,22.9,994.7,1002.8,10.6,21.16
25.7,7.2,6.3,21.1,0.0,26.2,23.1,30.7,0.0,1.0,22.7,83.0,27.7,1001.8,1010.0,5.1,15.97
25.9,6.5,5.4,14.2,0.0,23.1,20.3,27.9,3.2,1.3,20.0,84.5,23.4,1007.9,1016.2,5.0,14.91
21.5,7.0,6.6,3.0,0.0,21.2,16.3,26.6,0.0,2.5,11.7,56.9,13.8,1006.4,1014.7,11.0,22.03
23.1,7.9,11.1,89.4,0.0,23.7,21.0,28.6,2.0,1.2,21.3,87.4,25.4,1007.4,1015.7,1.8,11.14
22.6,6.7,5.9,18.1,0.0,23.5,18.6,31.1,5.4,2.1,20.0,83.1,23.3,1004.5,1012.8,6.6,17.0
18.6,6.8,7.3,4.5,0.0,14.8,10.1,19.5,0.0,1.3,8.0,65.0,10.8,1011.6,1020.2,3.8,12.81
18.3,6.5,9.5,7.8,0.0,18.1,13.6,23.9,0.0,1.0,14.3,81.0,16.3,1011.0,1019.5,5.1,12.78
18.4,6.4,7.2,14.4,0.0,16.0,12.4,19.7,0.6,1.6,12.1,79.1,14.1,1008.6,1017.1,0.1,9.06
15.9,7.1,8.6,34.7,0.0,6.6,3.0,10.1,0.0,2.5,-2.4,53.8,5.2,1021.1,1030.1,9.9,15.74
14.6,6.6,10.8,40.1,850.0,15.0,9.8,20.6,0.0,1.3,9.6,72.1,11.9,1014.7,1023.4,5.5,11.11
13.3,7.3,13.6,51.1,0.0,15.8,14.4,17.3,2.5,1.2,15.5,98.0,17.6,1007.4,1016.0,0.0,3.79
13.0,7.0,11.0,21.4,0.0,13.8,9.8,17.3,0.0,0.8,10.3,80.3,12.6,1008.9,1017.5,0.1,4.25
10.6,6.9,9.7,11.9,0.0,6.0,2.4,9.5,0.0,1.8,-1.6,58.9,5.5,1019.1,1028.2,8.7,11.55
8.9,6.7,9.4,22.8,0.0,9.3,5.8,15.0,0.0,1.1,4.9,75.8,8.7,1010.8,1019.6,3.2,7.06
7.3,6.9,12.5,35.5,0.0,6.9,1.7,12.2,0.3,0.6,-0.5,61.1,6.3,1014.3,1023.3,2.4,6.05
6.5,7.1,11.9,41.4,0.0,10.2,6.8,13.3,8.5,0.5,10.0,98.5,12.4,1015.2,1024.0,0.1,3.51
7.0,6.9,11.1,10.3,0.0,6.1,4.0,7.9,11.6,1.9,5.5,96.8,9.1,1011.0,1020.0,0.0,2.05
6.2,7.4,11.1,26.4,0.0,7.2,2.7,13.3,0.0,1.0,4.0,81.6,8.2,1014.7,1023.6,4.8,7.89
8.3,6.6,12.7,43.8,0.0,5.1,1.6,8.7,0.0,1.9,-1.2,65.6,5.7,1009.6,1018.6,5.6,8.29
5.3,6.8,14.6,45.9,0.0,-0.6,-4.9,5.3,0.0,1.4,-12.0,48.5,2.6,1020.0,1029.3,9.1,12.41
5.1,7.7,14.7,56.5,0.0,-2.0,-5.9,2.7,0.0,1.5,-7.7,65.8,3.4,1025.4,1034.8,8.4,12.77
5.7,6.5,12.4,41.8,0.0,-1.4,-6.1,5.5,0.0,1.6,-10.7,51.9,2.7,1019.1,1028.4,9.0,14.23
6.3,7.7,11.5,31.4,0.0,1.7,-0.9,4.8,0.0,1.9,-6.5,55.0,3.8,1013.9,1023.0,9.2,14.84
6.1,7.6,14.6,99.0,0.0,2.7,-3.7,8.6,0.0,1.3,-2.2,72.5,5.3,1022.2,1031.3,9.0,14.58
6.5,7.8,15.6,57.9,0.0,4.4,-2.8,13.2,0.0,1.0,-5.9,53.0,4.0,1021.2,1030.3,9.8,16.21
8.3,6.3,15.3,73.1,0.0,3.4,-2.4,12.8,8.5,2.8,-2.2,68.6,5.9,1008.9,1017.9,6.3,13.66
7.4,7.1,13.7,73.7,0.0,5.1,-0.7,12.8,0.0,1.0,-4.9,51.8,4.3,1017.9,1026.9,10.5,17.95
9.9,7.7,13.6,77.6,0.0,3.3,0.0,6.6,0.0,2.6,-9.6,41.6,3.2,1008.5,1017.5,10.8,20.95
9.1,8.1,15.3,88.5,0.0,6.6,1.1,12.7,0.0,2.5,-4.1,51.4,4.7,1006.8,1015.7,10.7,20.17
10.2,7.8,16.0,53.1,0.0,8.6,4.6,15.2,0.0,1.8,-1.9,51.1,5.4,1009.1,1017.9,7.7,17.61
11.9,6.8,14.0,96.8,0.0,8.7,5.7,13.1,7.3,1.5,3.3,72.1,7.9,1010.1,1019.0,0.0,4.94
12.4,7.7,15.6,177.9,0.0,7.5,4.4,12.2,3.2,1.4,2.5,74.3,7.4,1012.9,1021.8,7.4,17.08
13.5,7.5,15.4,60.3,0.0,11.8,3.6,21.3,0.0,1.2,-1.8,46.6,5.6,1015.4,1024.2,11.4,24.49
17.0,6.5,9.1,29.0,0.0,16.6,11.2,23.7,0.2,3.1,3.7,44.5,8.1,1001.4,1009.8,5.8,20.37
18.0,6.4,9.9,27.3,0.0,16.0,12.0,19.0,10.7,1.5,14.2,90.4,16.4,992.8,1001.2,0.7,2.97
17.7,6.8,7.5,20.3,0.0,16.7,8.7,24.3,0.0,2.2,5.1,51.4,8.9,1010.8,1019.3,11.9,28.18
19.5,7.6,9.2,84.4,550.0,20.1,14.1,28.0,0.0,1.3,3.1,37.0,8.0,1012.8,1021.3,8.7,23.45
20.7,7.1,7.3,35.1,775.0,18.2,12.3,23.1,0.0,1.0,10.7,65.6,13.0,1006.6,1015.1,2.4,13.8
20.5,7.1,7.2,27.6,0.0,16.7,11.0,23.3,0.0,1.5,7.2,58.6,10.3,1005.9,1014.4,12.8,28.15
22.1,7.5,9.0,38.4,0.0,22.9,15.4,30.1,0.0,1.4,12.7,55.3,14.7,1005.6,1013.9,11.5,27.25
22.9,7.1,10.8,39.5,0.0,24.3,16.7,33.0,0.0,1.1,12.7,51.1,14.7,1005.0,1013.3,12.5,28.0
23.4,7.1,9.1,44.3,525.0,23.1,16.3,30.8,0.0,1.9,8.0,40.5,10.9,1006.6,1014.9,8.9,26.17
23.3,6.9,7.9,94.6,375.0,21.6,17.7,27.1,0.0,2.0,11.6,55.6,13.8,1005.6,1013.9,8.3,24.23
24.4,7.5,10.6,38.4,4140.0,25.9,19.0,34.1,0.0,1.0,15.0,54.5,17.1,1001.2,1009.4,8.1,17.41
25.4,6.7,4.4,43.9,12080.0,23.5,21.5,28.7,13.6,1.2,21.2,88.3,25.2,998.4,1006.7,1.1,10.94
24.6,6.4,2.8,2.0,13840.0,24.5,22.0,28.4,0.0,1.2,21.3,83.9,25.4,1003.2,1011.4,1.5,13.67
26.2,6.7,3.2,27.0,160.0,26.8,24.5,29.9,6.4,4.1,25.6,93.8,32.8,999.9,1008.0,4.6,17.37
27.6,7.2,3.4,18.2,6780.0,26.2,23.9,29.0,16.6,1.6,25.4,95.8,32.4,1002.5,1010.7,0.4,12.29
27.2,6.7,4.0,31.4,0.0,27.3,25.0,29.3,5.1,3.2,26.3,94.6,34.2,995.2,1003.3,0.1,6.7
26.0,5.7,6.0,2.4,0.0,26.8,23.6,30.7,10.8,1.7,25.6,93.8,32.8,1004.9,1013.1,0.8,10.99
29.2,6.4,5.3,21.1,600.0,30.0,27.3,34.4,0.0,1.8,27.3,86.6,36.2,995.4,1003.5,2.0,15.43
27.0,7.3,2.7,14.2,5360.0,27.8,23.8,34.0,0.5,1.1,26.2,92.1,34.1,1001.2,1009.4,3.6,16.11
29.9,7.1,2.2,22.4,7060.0,30.1,26.1,35.0,0.0,1.2,25.1,76.9,31.9,992.0,1000.0,10.3,24.59
27.9,6.5,2.5,11.2,3720.0,24.1,21.9,27.2,34.9,1.1,23.8,98.5,29.5,996.1,1004.3,0.0,7.08
26.5,6.4,2.2,9.6,0.0,25.4,23.8,29.7,89.1,1.5,25.0,98.0,31.7,1000.2,1008.4,1.1,9.32
25.7,6.4,6.1,12.3,0.0,26.1,21.0,29.8,0.0,1.8,24.0,89.1,30.1,1003.6,1011.8,2.9,11.81
25.0,6.8,9.6,49.4,0.0,23.4,20.8,27.6,0.0,1.4,17.9,72.3,20.5,1006.4,1014.7,4.5,15.4
22.2,6.7,6.1,5.0,0.0,22.9,18.4,28.9,0.0,1.1,18.7,78.9,21.6,1006.0,1014.3,20.27,20.27
23.4,7.0,8.4,70.0,8120.0,22.5,17.9,28.6,0.0,1.4,18.3,79.6,21.1,1001.3,1009.6,9.1,20.98
23.8,7.2,9.5,58.4,7740.0,21.2,16.3,24.8,0.0,1.4,15.0,70.4,17.6,1004.6,1012.9,4.3,13.44
24.0,7.5,9.5,31.0,4060.0,24.4,18.7,31.1,0.0,1.5,19.3,76.0,22.4,1005.7,1014.0,8.9,19.15
21.4,6.8,5.4,61.9,0.0,23.2,18.5,28.4,0.0,0.8,20.9,88.0,24.7,1010.8,1019.1,7.6,15.1
19.1,6.9,7.7,37.5,4300.0,16.9,14.8,20.6,0.0,2.1,12.4,75.6,14.5,1016.2,1024.8,1.5,7.18
18.3,7.5,8.8,52.5,0.0,15.3,10.8,20.9,0.0,1.4,6.6,58.1,9.8,1008.5,1017.0,9.0,15.8
16.9,7.0,11.8,43.6,0.0,9.7,5.7,14.5,0.0,1.9,-1.2,47.9,5.6,1017.0,1025.9,10.1,17.35
14.4,6.8,11.8,26.9,0.0,10.7,3.2,19.2,0.0,1.0,5.9,75.1,9.4,1016.6,1025.4,9.4,15.19
13.9,8.0,9.9,24.2,0.0,10.1,4.0,15.2,0.0,0.6,3.5,66.1,7.9,1009.9,1018.7,2.8,9.31
9.9,8.3,13.3,75.7,0.0,6.0,1.9,10.8,0.0,1.0,-2.7,54.6,5.0,1017.9,1026.9,8.3,12.57
10.2,7.2,14.1,65.4,0.0,6.0,0.3,12.5,0.0,1.0,0.4,68.6,6.3,1017.1,1026.1,8.8,11.37
9.4,7.6,11.6,42.9,0.0,3.2,-1.5,6.7,0.3,1.8,-0.8,76.1,5.9,1014.0,1023.1,2.4,6.47
8.0,8.2,11.8,30.1,0.0,0.0,-2.2,4.2,0.0,2.0,-5.6,66.8,4.1,1014.8,1024.0,3.3,7.32
5.8,8.4,13.1,19.1,0.0,1.6,-4.5,7.4,0.0,1.2,-2.4,75.5,5.3,1020.2,1029.4,4.8,8.72
6.4,7.0,12.4,70.8,0.0,1.1,-1.2,6.4,0.2,1.7,-4.4,68.4,4.6,1017.3,1026.5,6.4,7.85
6.4,7.3,10.2,11.0,0.0,7.2,2.7,13.3,0.0,1.0,4.0,81.6,8.2,1014.7,1023.6,4.8,7.89
6.3,6.6,13.5,63.9,0.0,5.1,1.6,8.7,0.0,1.9,-1.2,65.6,5.7,1009.6,1018.6,5.6,8.29
4.9,6.9,14.3,59.0,0.0,-0.6,-4.9,5.3,0.0,1.4,-12.0,48.5,2.6,1020.0,1029.3,9.1,12.41
3.9,8.3,15.5,94.3,0.0,-2.0,-5.9,2.7,0.0,1.5,-7.7,65.8,3.4,1025.4,1034.8,8.4,12.77
3.8,8.1,16.6,115.2,0.0,-1.3,-5.5,3.5,0.0,1.4,-7.5,64.4,3.5,1025.2,1034.5,9.3,13.63
3.9,7.4,13.8,124.7,0.0,-1.4,-6.1,5.5,0.0,1.6,-10.7,51.9,2.7,1019.1,1028.4,9.0,14.23
3.8,7.4,13.6,146.1,0.0,0.2,-5.3,7.2,0.0,1.5,-12.7,43.6,2.5,1021.6,1030.9,9.8,15.5
4.4,8.0,16.6,115.1,0.0,1.7,-0.9,4.8,0.0,1.9,-6.5,55.0,3.8,1013.9,1023.0,9.2,14.84
4.5,8.2,14.8,76.6,0.0,1.9,0.4,5.3,0.0,1.1,-5.7,58.9,4.1,1010.7,1019.8,0.2,7.28
4.2,8.0,15.2,142.4,0.0,2.7,-3.7,8.6,0.0,1.3,-2.2,72.5,5.3,1022.2,1031.3,9.0,14.58
4.7,8.2,15.5,145.2,0.0,4.4,-2.8,13.2,0.0,1.0,-5.9,53.0,4.0,1021.2,1030.3,9.8,16.21
5.9,7.2,15.7,61.8,0.0,3.4,-2.4,12.8,8.5,2.8,-2.2,68.6,5.9,1008.9,1017.9,6.3,13.66
6.3,7.2,14.0,86.2,0.0,1.7,-1.0,4.9,0.0,2.7,-5.6,59.6,4.1,1011.2,1020.3,8.3,16.98
6.8,7.6,14.1,73.6,0.0,5.1,-0.7,12.8,0.0,1.0,-4.9,51.8,4.3,1017.9,1026.9,10.5,17.95
7.5,7.8,15.2,51.5,0.0,2.8,0.1,6.7,1.7,2.4,-3.1,67.0,5.0,1008.7,1017.8,8.1,17.48
7.2,7.9,13.8,49.4,0.0,3.3,0.0,6.6,0.0,2.6,-9.6,41.6,3.2,1008.5,1017.5,10.8,20.95
8.8,8.0,15.7,22.9,0.0,8.6,4.6,15.2,0.0,1.8,-1.9,51.1,5.4,1009.1,1017.9,7.7,17.61
9.6,7.2,11.1,8.8,0.0,8.7,5.7,13.1,7.3,1.5,3.3,72.1,7.9,1010.1,1019.0,0.0,4.94
11.1,7.6,13.2,42.9,0.0,7.5,4.4,12.2,3.2,1.4,2.5,74.3,7.4,1012.9,1021.8,7.4,17.08
12.0,7.4,11.8,36.3,0.0,11.8,3.6,21.3,0.0,1.2,-1.8,46.6,5.6,1015.4,1024.2,11.4,24.49
15.5,6.9,10.0,40.8,0.0,16.6,11.2,23.7,0.2,3.1,3.7,44.5,8.1,1001.4,1009.8,5.8,20.37
17.5,6.9,12.5,112.2,0.0,16.0,12.0,19.0,10.7,1.5,14.2,90.4,16.4,992.8,1001.2,0.7,2.97
16.8,7.1,9.1,55.0,225.0,16.7,8.7,24.3,0.0,2.2,5.1,51.4,8.9,1010.8,1019.3,11.9,28.18
19.9,7.5,9.1,17.4,0.0,20.1,14.1,28.0,0.0,1.3,3.1,37.0,8.0,1012.8,1021.3,8.7,23.45
19.7,6.7,7.1,10.7,0.0,18.2,12.3,23.1,0.0,1.0,10.7,65.6,13.0,1006.6,1015.1,2.4,13.8
19.8,7.5,8.6,30.2,0.0,16.7,11.0,23.3,0.0,1.5,7.2,58.6,10.3,1005.9,1014.4,12.8,28.15
21.4,7.9,10.5,14.2,0.0,22.9,15.4,30.1,0.0,1.4,12.7,55.3,14.7,1005.6,1013.9,11.5,27.25
21.8,7.6,11.2,25.7,0.0,24.3,16.7,33.0,0.0,1.1,12.7,51.1,14.7,1005.0,1013.3,12.5,28.0
23.5,7.7,8.7,49.7,43150.0,23.1,16.3,30.8,0.0,1.9,8.0,40.5,10.9,1006.6,1014.9,8.9,26.17
22.0,7.1,7.5,14.6,0.0,20.6,16.1,27.7,0.0,1.2,14.9,72.8,17.0,1002.7,1011.1,8.9,26.35
23.5,7.4,9.9,44.8,700.0,21.6,17.7,27.1,0.0,2.0,11.6,55.6,13.8,1005.6,1013.9,8.3,24.23
24.3,7.2,8.4,25.5,14020.0,25.9,19.0,34.1,0.0,1.0,15.0,54.5,17.1,1001.2,1009.4,8.1,17.41
25.2,7.7,9.0,28.8,93200.0,25.5,20.3,32.8,0.0,1.2,18.5,69.5,21.5,1000.4,1008.6,11.7,27.53
25.5,7.2,6.2,15.8,15920.0,23.5,21.5,28.7,13.6,1.2,21.2,88.3,25.2,998.4,1006.7,1.1,10.94
25.3,6.6,5.7,8.5,11560.0,24.5,22.0,28.4,0.0,1.2,21.3,83.9,25.4,1003.2,1011.4,1.5,13.67
25.7,6.7,4.5,10.8,0.0,26.8,24.5,29.9,6.4,4.1,25.6,93.8,32.8,999.9,1008.0,4.6,17.37
27.4,6.9,6.1,14.5,5300.0,26.2,23.9,29.0,16.6,1.6,25.4,95.8,32.4,1002.5,1010.7,0.4,12.29
27.6,6.6,5.4,11.6,0.0,27.3,25.0,29.3,5.1,3.2,26.3,94.6,34.2,995.2,1003.3,0.1,6.7
26.7,6.2,5.7,8.3,0.0,26.8,23.6,30.7,10.8,1.7,25.6,93.8,32.8,1004.9,1013.1,0.8,10.99
28.5,7.1,6.5,27.0,6820.0,30.0,27.3,34.4,0.0,1.8,27.3,86.6,36.2,995.4,1003.5,2.0,15.43
29.4,7.2,6.5,22.3,83100.0,27.8,23.8,34.0,0.5,1.1,26.2,92.1,34.1,1001.2,1009.4,3.6,16.11
29.4,7.0,9.0,116.4,357600.0,28.9,24.8,33.5,0.0,2.0,24.3,77.9,30.3,996.8,1004.9,12.6,27.56
30.5,8.1,10.9,33.5,134100.0,30.1,26.1,35.0,0.0,1.2,25.1,76.9,31.9,992.0,1000.0,10.3,24.59
30.7,8.2,11.0,33.8,98950.0,27.8,25.5,32.0,2.8,1.5,26.2,91.4,33.9,988.5,996.5,1.2,11.76
28.5,6.6,6.0,31.0,21500.0,24.1,21.9,27.2,34.9,1.1,23.8,98.5,29.5,996.1,1004.3,0.0,7.08
26.1,6.6,4.6,8.6,200.0,26.4,24.0,30.6,0.0,1.2,23.8,86.8,29.5,999.9,1008.1,6.0,17.19
26.6,6.6,5.8,12.3,0.0,25.4,23.8,29.7,89.1,1.5,25.0,98.0,31.7,1000.2,1008.4,1.1,9.32
25.5,6.7,6.5,7.1,0.0,26.1,21.0,29.8,0.0,1.8,24.0,89.1,30.1,1003.6,1011.8,2.9,11.81
25.6,7.9,11.6,66.0,18300.0,23.4,20.8,27.6,0.0,1.4,17.9,72.3,20.5,1006.4,1014.7,4.5,15.4
24.3,6.8,4.8,5.8,375.0,22.2,18.4,27.3,0.2,1.3,19.8,87.6,23.1,999.9,1008.2,6.2,16.18
22.5,6.6,6.9,10.6,2975.0,22.9,18.4,28.9,0.0,1.1,18.7,78.9,21.6,1006.0,1014.3,20.27,20.27
23.6,7.4,11.5,71.0,1125.0,22.5,17.9,28.6,0.0,1.4,18.3,79.6,21.1,1001.3,1009.6,9.1,20.98
23.9,7.8,11.3,52.3,15440.0,24.4,18.7,31.1,0.0,1.5,19.3,76.0,22.4,1005.7,1014.0,8.9,19.15
24.2,6.7,8.8,15.0,5240.0,20.3,18.4,24.3,6.9,2.4,19.6,96.0,22.8,997.1,1005.5,0.1,6.86
21.0,7.5,8.2,89.8,3900.0,23.2,18.5,28.4,0.0,0.8,20.9,88.0,24.7,1010.8,1019.1,7.6,15.1
19.3,6.8,7.1,13.2,0.0,16.9,14.8,20.6,0.0,2.1,12.4,75.6,14.5,1016.2,1024.8,1.5,7.18
18.3,7.3,8.5,13.3,0.0,15.3,10.8,20.9,0.0,1.4,6.6,58.1,9.8,1008.5,1017.0,9.0,15.8
16.9,7.0,10.8,23.9,0.0,9.7,5.7,14.5,0.0,1.9,-1.2,47.9,5.6,1017.0,1025.9,10.1,17.35
14.7,6.8,9.8,13.2,0.0,10.7,3.2,19.2,0.0,1.0,5.9,75.1,9.4,1016.6,1025.4,9.4,15.19
13.5,7.6,8.4,9.0,2780.0,10.1,4.0,15.2,0.0,0.6,3.5,66.1,7.9,1009.9,1018.7,2.8,9.31
10.3,7.9,10.6,32.7,0.0,6.0,1.9,10.8,0.0,1.0,-2.7,54.6,5.0,1017.9,1026.9,8.3,12.57
8.5,7.5,11.0,11.1,0.0,6.0,0.3,12.5,0.0,1.0,0.4,68.6,6.3,1017.1,1026.1,8.8,11.37
7.2,7.0,10.7,14.8,0.0,3.2,-1.5,6.7,0.3,1.8,-0.8,76.1,5.9,1014.0,1023.1,2.4,6.47
5.7,7.7,12.4,27.7,0.0,0.0,-2.2,4.2,0.0,2.0,-5.6,66.8,4.1,1014.8,1024.0,3.3,7.32
4.0,8.1,15.0,28.3,0.0,1.6,-4.5,7.4,0.0,1.2,-2.4,75.5,5.3,1020.2,1029.4,4.8,8.72
4.8,7.7,14.1,39.5,0.0,1.1,-1.2,6.4,0.2,1.7,-4.4,68.4,4.6,1017.3,1026.5,6.4,7.85
6.9,7.2,13.8,24.9,0.0,2.2,-2.9,8.4,0.0,0.9,-3.4,67.0,4.8,1020.0,1029.2,4.9,8.54
6.3,7.0,13.0,42.1,0.0,3.6,2.2,5.4,2.1,1.2,2.3,91.9,7.3,1003.3,1012.3,0.0,3.53
5.3,7.0,13.3,80.8,0.0,5.3,1.3,11.4,0.0,0.8,2.7,84.8,7.4,1015.7,1024.7,8.5,11.95
7.0,7.5,13.2,67.2,0.0,5.3,1.4,10.6,1.1,2.1,-2.1,60.1,5.3,1007.8,1016.7,3.7,8.93
3.6,7.5,14.4,67.3,0.0,-3.9,-6.5,0.3,0.0,2.1,-11.1,58.5,2.6,1014.9,1024.2,8.1,13.17
4.5,7.5,13.3,51.1,0.0,-5.6,-8.5,-1.7,0.2,1.8,-11.1,66.3,2.7,1017.9,1027.3,7.6,12.73
6.1,7.6,13.6,64.5,0.0,1.3,-2.9,6.6,0.0,1.9,-6.4,59.6,3.8,1015.4,1024.6,9.9,17.94
6.9,7.5,13.1,100.2,0.0,6.1,2.0,11.5,0.0,1.6,-7.8,36.4,3.4,1013.7,1022.7,2.6,10.62
8.5,7.5,13.1,64.3,0.0,6.3,-1.8,15.7,0.0,1.0,-9.9,33.0,2.9,1015.8,1024.8,10.6,19.25
10.1,7.2,5.6,72.6,0.0,10.7,7.2,16.3,6.9,2.0,9.0,90.0,11.8,1005.0,1013.7,0.6,5.62
10.6,7.6,11.1,67.8,0.0,10.1,2.8,19.3,0.0,1.6,1.2,62.1,6.8,1014.3,1023.1,10.5,20.43
12.3,7.2,6.8,6.8,0.0,11.8,8.6,14.6,15.6,3.0,11.2,96.5,13.5,1003.5,1012.2,0.0,3.61
13.8,7.3,7.7,20.4,0.0,12.9,7.0,21.6,0.0,1.1,7.6,74.0,10.4,1013.8,1022.5,8.6,21.15
17.6,7.5,6.7,54.4,0.0,18.9,12.7,26.5,0.0,1.8,12.4,69.1,14.5,1007.9,1016.4,10.5,21.97
13.8,7.3,8.6,24.0,0.0,14.1,8.0,21.6,0.0,1.4,3.1,54.8,7.9,1009.0,1017.7,11.1,24.98
14.8,7.2,9.0,54.2,575.0,11.6,4.7,18.7,0.0,1.2,3.5,61.5,7.9,1011.3,1020.1,8.0,23.01
16.3,7.6,7.3,12.5,0.0,14.0,12.4,16.4,11.0,1.8,13.8,99.0,15.8,1000.0,1008.6,0.0,6.12
20.0,7.4,8.4,32.9,0.0,19.5,16.1,26.0,0.0,1.9,15.0,76.1,17.1,1006.3,1014.7,5.6,17.04
18.9,7.6,8.1,76.3,0.0,18.1,14.8,23.9,0.0,1.7,13.5,77.5,15.6,1003.8,1012.3,4.9,20.24
21.3,7.5,7.8,50.5,0.0,20.9,13.3,28.5,0.0,1.3,14.1,69.0,16.2,1003.4,1011.8,11.6,27.37
21.0,7.5,9.3,35.5,0.0,18.6,11.0,24.5,0.0,1.6,12.7,69.9,14.9,1008.6,1017.1,6.6,19.78
24.6,7.5,8.1,28.6,0.0,21.7,18.3,27.3,0.0,1.8,17.2,77.5,19.8,1002.0,1010.3,5.3,19.54
25.1,7.5,7.6,43.2,0.0,22.9,18.2,30.0,0.0,1.2,14.4,60.5,16.4,1005.0,1013.3,6.0,22.01
24.8,7.4,6.1,21.3,0.0,20.6,18.2,23.7,7.1,1.0,18.6,89.6,21.5,992.2,1000.5,0.7,9.68
26.5,7.8,9.4,99.6,123.0,24.9,20.1,32.4,0.0,1.4,18.7,70.9,21.6,998.9,1007.1,8.4,26.03
27.4,7.8,7.8,35.8,0.0,27.0,20.5,34.5,0.0,1.7,17.3,58.6,19.8,1002.3,1010.4,9.8,24.5
23.7,7.5,5.8,5.2,175.0,25.7,21.5,29.3,17.2,2.1,24.3,92.4,30.4,998.6,1006.8,2.5,13.68
24.9,7.5,4.6,13.3,0.0,23.6,21.8,26.4,0.0,1.5,22.0,91.1,26.6,1006.1,1014.3,0.3,6.84
31.2,7.9,9.0,27.4,203.0,29.1,24.5,35.0,0.0,1.3,24.7,79.1,31.1,1004.3,1012.5,10.4,27.17
31.2,8.4,13.2,156.1,467.0,29.7,26.0,36.3,0.0,1.8,24.6,75.3,30.9,1000.8,1008.9,7.2,21.79
31.7,8.3,12.8,166.8,868.0,30.4,26.0,37.1,0.0,1.1,24.8,73.6,31.3,999.2,1007.3,11.6,26.3
32.4,8.7,13.3,150.6,417.0,30.3,27.6,36.0,0.0,1.7,23.3,67.4,28.6,994.8,1002.9,4.7,18.1
32.3,8.0,11.9,160.2,420.0,32.0,27.1,38.3,0.0,1.7,23.4,62.1,28.8,997.2,1005.2,12.1,27.17
32.5,8.6,12.5,174.7,465.0,30.8,26.1,37.7,0.0,1.5,24.8,72.9,31.4,998.4,1006.5,11.7,25.13
32.1,8.5,13.8,168.5,1153.0,30.3,26.8,36.3,0.0,1.2,25.0,75.3,31.7,996.6,1004.7,10.3,23.58
31.5,7.9,9.5,54.6,342.0,30.7,27.3,35.7,0.0,2.0,24.5,70.6,30.7,1002.0,1010.1,11.2,25.57
